folder,manmask,reject_reason,note
110_LEDA_3237_COMBINED,3,,"CONFIRMED by GTR at manmask 3 with their own hand fit of the merge: BEST_iter05_gtr_hand, two ranges (1613.9-1621.7 and 1317.3-1325.3 A) plus 15 pixels, 335.5 / 114.66, veto clean, Si IV 0.40, C IV 0.52, C III] 0.55 sigma rms -- better in every window than the merge under their FOS-only masks (iter04_gtr_fosmasks, 335.5 / 102.07, 0.50 / 0.72 / 0.75) at the same blueshift. LEDA 3237 = PG 0052+251. The spectra: FOS 1377-2002 A at S/N 18.5 (GTR's FOS masks alone 335.5 / 121.69, C III] xcorr -110); COS 1120-1702 A at S/N 4.7 (GTR's COS masks alone -217.0 / 124.23); the 'STIS' file is an optical spectrum (4720-5212 A) and contributes nothing. Eight quanta between the two instruments on their own, at the same EW ~122; the merge lands on FOS's blueshift, the high-S/N instrument, and its EW of 103-115 is lower than either single because the COS far-UV re-sets the continuum. My proposer masks on the merge drift to 197.5-266.5 by masking COS's noisy C IV pixels as absorbers. Anchor C III] xcorr -250 (peak -664, the blend); no Mg II. Catalogue 0.1543. v22 manmask was 3"
111_3C_273_COMBINED,3,,"GTR 2026-09-22, hand fit on the regenerated tree (BEST_iter04_gtr_hand in fit_iterations_v23/111_3C_273_COMBINED, COS+FOS+STIS merge): blueshift 680.3, EW 25.7 A, 146 usable px, C IV S/N 78. Was manmask 0 as no_civ_data: the master held only a 573-px COS fragment ending at 1278 A; the FOS and STIS that carry C IV were never rebinned, and GTR's v22 note read 'Tons of data, why missing?'. Veto: 11 px at -0.5% on the first 5 A of the window, the marginal-edge case. Anchors: Mg II xcorr +30, C III] xcorr -260 (S/N 147); the C III] peak reads -1422 because the STIS echelle order edges cut through the blend. Window residuals are 3-5 sigma rms everywhere, which at this S/N reflects the basis's limits on a very well-measured spectrum rather than a poor fit. Automatic variants gave 818-887 / 24-25 A; the FOS alone gave 1918 / 15 A and was rejected. GTR: 'My fit for 111 should be good enough for manmask=3.' The provisional 111-120 verdict for this object is superseded."
112_PG1402+261_COMBINED,3,,"PROVISIONAL, awaiting GTR. BEST_iter03_allmasks, the FOS+STIS merge under my proposer masks (spikes below 1450 A and one dip at 1561), 473.5 / 38.21, veto clean, Si IV 1.00 and C IV 1.24 sigma rms at S/N 20; unmasked 473.5 / 38.57, so the blueshift is mask-independent. The STIS spectrum is 2488-4901 A and adds only Mg II (S/N high); FOS carries everything. Anchors: C III] present (FOS) -- the batch record does not carry them for the merge; a weak narrow line (peak 7.5 on 3.3) the model under-reaches slightly at the core. FBQS J140516.1+255534. Catalogue 0.1633. No curated prior from GTR. v22 manmask was blank PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
113_PG1322+659_STIS,3,,"PROVISIONAL, awaiting GTR -- and a FINDING. BEST_iter07_allmasks_uvonly: my proposer masks plus three added by hand -- the spiky blue end 1355-1400 A (S/N 0.4), a SINGLE UNFLAGGED SPIKE at 2867-2871 A (seven pixels reaching 23 on a continuum of 1.4, bad-pixel flag clear) and the optical tail 3000-4900 A -- giving -217.0 / 75.42, veto clean, Si IV 0.33, C IV 0.37, C III] 0.53, Mg II 0.45 sigma rms; anchors C III] xcorr +320 (peak -320), Mg II +340. WHAT WAS WRONG: without those masks every variant was grossly mis-shaped -- the model 2x the data at 1400 A and 70 per cent over the C IV peak (18.9 vs 11.3), 24-36 px at up to -58 per cent, blueshift -632 to -1325 (REJECT_ALL_iter03, -632.1 / 171.9), and the batch's three sets spanning ten quanta. Tested one at a time: truncating the optical alone does NOT fix it, masking the blue end alone does NOT fix it, masking the 2870 A spike alone DOES (-217.0 / 73.89, 4 px at -0.9 per cent). Seven pixels 1300 A from C IV, 16x the continuum, were re-setting the component weights for the whole spectrum. The garbage-block problem in miniature, and the strongest case yet for flagging such pixels upstream. REDSHIFT: the C III] blend ratios (Al III 1.07-1.08, Si III] 0.95-0.96, C III] 0.97-1.00) do not converge at -300, 0 or +300 km/s and Mg II's core is under-fit at all three (0.87-0.92), so the test is inconclusive and the catalogue 0.1674 (four decimals, a well-studied PG quasar) stands; CAVEAT that the blueshift would move -562.8 / -217.0 / -78.8 across those +/-300 km/s. STIS 1355-4876 A at S/N 6 in C IV. No curated prior from GTR. v22 manmask was blank PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
114_QSO_B1725-142_COS,2,,"PROVISIONAL, awaiting GTR -- manmask 2 proposed; an extreme-blueshift object. QSO B1725-142 = PKS 1725-142, radio-loud. BEST_iter01_baseline, COS alone unmasked, 3765.7 / 34.46, veto clean, Si IV 0.21 and C IV 0.23 sigma rms. THE PROFILE: both COS and STIS show a broad hump peaking near 1528-1530 A rest that falls to the continuum by 1552-1555 with no narrow core at 1549 -- a line lying entirely blueward of rest, i.e. a blueshift near 3800 km/s with the red half of the profile missing, the shape our other extreme objects (LEDA 88588, LEDA 88835) show. REDSHIFT is not in doubt: NED holds 42 published values at 0.1837-0.1854 (two at +/-0.0001), so the hump cannot be a normal C IV at some other z; trial_z.py is chaotic because the C III] at S/N 3.2 gives the cross-correlation nothing to lock onto, and Mg II is not covered. RESERVATION: the EW depends on the spectrum by a factor of three -- COS 34.46 (clean), STIS alone 10.71 (112 px at -10 per cent on the red side), the merge 17.70 (42 px) -- and the blueshift 3765.7 on both singles, 4310.9 on the merge. COS 1120-1697 A at S/N 4.4, STIS 1120-2654 at S/N 7.3 with C III] (227 px) but no Mg II. No curated prior from GTR. v22 manmask was blank PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
115_2MASS_J00435499+4234302_COS,3,,"PROVISIONAL, awaiting GTR. BEST_iter03_gtr_comps_low: GTR's curated masks (three ranges, 31.6 A, and 35 pixels) under the LOW component set, 335.5 / 310.29, veto clean, Si IV 0.19 and C IV 0.21 sigma rms (the errors are badly overestimated -- nominal S/N 0.4 in the window against a line reaching 54 on a continuum of 4). GTR's saved set uses the HIGH components (iter01_gtr_prior, 266.5 / 266.30) and fails the veto by 9 px at -3.3 per cent at the red edge (1594-1597 A); mod fails by 23 px. One quantum between them, 17 per cent in EW. The whole-spectrum continuum test prefers GTR's high set slightly (data/model 1.028 vs 1.052 over ~330 line-free px, both fine) and rules OUT the batch's unmasked fit (BEST had been iter06_allmasks, -78.8 / 541.86): its continuum ratio is 1.163 with anchors at 1.12 / 0.93 against data near 2.5, i.e. the continuum a factor of two low and the EW doubled -- the Z 535-12 degeneracy. A very strong narrow line (peak 54). COS 1120-1668 A: the red continuum window is extrapolated; no C III] or Mg II. REDSHIFT: catalogue 0.191 = NED; SIMBAD/Gaia 0.1892 (-453 km/s, quality C). v22 manmask was 3 PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
116_ICRF_J213745.1-143255_FOS,3,,"PROVISIONAL, awaiting GTR. ICRF J213745.1-143255 = [HB89] 2135-147. BEST_iter01_gtr_prior, GTR's curated FOS masks (four ranges, 41 A, covering the deep associated absorber that carves the core at 1545-1553 A, plus 5 pixels), -78.8 / 177.51, veto clean, Si IV 0.33, C IV 0.31, C III] 0.34 sigma rms at S/N 15; anchor C III] xcorr -90 (peak -462, the blend). With the core masked the model rises above the shoulders to a peak of 19 against shoulders of 15 -- the NGC 3227 pattern, and correct. FOS alone over the merge: the COS spectrum (1120-1482 A) has no C IV and adds only far-UV at a scale of 1.09; the merge under the same masks gives -9.7 / 162.73 with worse residuals (0.54 / 0.40 / 0.37), and the batch's unmasked merge 197.5 / 123.55 -- four quanta from GTR's FOS fit, the difference being whether the absorber is masked. FOS 1120-1924 A; no Mg II. Catalogue 0.2004. v22 manmask was 3 PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
117_OX169_FOS,3,,"PROVISIONAL, awaiting GTR. OX169 = [HB89] 2141+175. BEST_iter01_gtr_prior, GTR's curated masks (three ranges and 96 pixels -- the forest of spikes across a S/N-3.4 FOS spectrum) under the high component set, 404.5 / 30.54, veto clean, Si IV 0.41, C IV 0.40, C III] 0.48 sigma rms; anchor C III] xcorr -10 (peak -789, the blend). My batch variants are junk and superseded: unmasked -2437.2 / 15.46 on 81 px, my proposer masks the same. A weak line (peak 7 on 3) in a noisy spectrum that GTR's masking rescues outright. FOS 1120-2706 A; no Mg II. Catalogue 0.2106. v22 manmask was 3 PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
118_LBQS1317-0142_FOS,3,,"PROVISIONAL, awaiting GTR. BEST_iter03_gtr_comps_high: GTR's curated masks (one 20 A range -- the broad absorption at 1487-1500 A -- plus 12 pixels) under the HIGH component set, 887.0 / 59.85, veto clean, Si IV 0.73 and C IV 0.79 sigma rms at S/N 13. GTR's saved set (auto) gives 1024.7 / 54.40 and fails marginally at the blue edge, 17 px at -2.1 per cent at 1500-1510 A next to that absorption; low fails on 55 px (1300.0 / 51.19). Two quanta between auto and high, the model otherwise the same. The proposer's own masks fail on 59-60 px (1024.7 / 56.6). Anchors: C III] window only 62 px (FOS ends at 1887 A), its xcorr -560 not to be trusted; no Mg II. REDSHIFT: catalogue 0.225 = NED (0.225-0.227 published); SIMBAD/Gaia 0.2229 (-514 km/s, quality C). v22 manmask was 3 PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
119_PG0953+415_COS,2,,"PROVISIONAL, awaiting GTR -- manmask 2 proposed, and TWO FLAGS. BEST_iter03_baseline_comps_low: COS alone, unmasked, under the LOW component set, 611.4 / 40.00, veto clean, Si IV 0.68 and C IV 0.34 sigma rms at S/N 3.7. RESERVATION, fit_unstable: the blueshift runs -217.0 (high, 62 px veto) / 611.4 (low, clean) / 818.1 (auto, 114 px at -16 per cent at both window edges) across the component sets -- fifteen quanta -- with EW 36-51; the low set is the only one that clears the veto, and the failures are the continuum-shape kind (model sagging under a straight-line continuum at 1500-1525 and 1586-1600 A) that GTR fixed on SWIFT J2325.6+2157 with two spike masks; the proposer found nothing to mask here. The v22 crossref already carried the note 'COS not bad, but continuum too low'. FLAG 1 -- the FOS spectrum is CORRUPT: a comb of narrow spikes every ~2-3 A across the whole UV (1544.3: 22, 1545.4: 26, 1548.2: 26, 1550.7: 20, on a line of ~11 and a continuum of 3; residual autocorrelation +0.61 at lag 1), which the NAL detector flags wholesale, so that the batch's merge fit was made on 46 usable C IV px at 3 sigma rms and FOS alone gives rms 4-5 in every window with 73 px at -14 per cent. This is a rebin artefact (the master catalogue lists FOS/G130H, G190H, G270H for this object), not the object, and the file should be re-rebinned; the 'S/N 21' it reports is meaningless. FLAG 2 -- the STIS file (1120-5166 A, 1573 px) has zero pixels in the C IV window. PG 0953+414. Catalogue 0.2347. No curated prior from GTR. v22 manmask was blank PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
120_LBQS1132-0302_FOS,3,,"PROVISIONAL, awaiting GTR -- an extreme-blueshift object. BEST_iter03_gtr_comps_high: GTR's curated masks (two short ranges and 13 pixels) under the HIGH component set, 1574.9 / 36.51, veto clean, Si IV 0.75 and C IV 0.64 sigma rms at S/N 14. GTR's saved set (auto = low here) gives 1712.3 / 27.27 and fails on 52 px at -2.8 per cent (1500-1505 and 1577-1592 A); the batch's proposer masks 1643.7 / 24.55 on 86 px. Two quanta and 34 per cent in EW between auto and high -- the high set fills in the red wing where auto sags below continuum. The profile is genuinely extreme: the peak at 1540 A with the whole line blueward of 1549 (compare QSO B1725-142). Anchors: C III] window only 23 px (FOS ends at 1870 A), unusable; no Mg II. REDSHIFT: catalogue 0.236 = NED (0.236-0.237 published); SIMBAD/Gaia 0.2338 (-534 km/s, quality C). Note that SIMBAD's Gaia values sit 450-530 km/s BELOW the catalogue on all three of 115, 118 and 120 -- a systematic offset in the Gaia QSO redshifts rather than three coincidences, so not acted on. v22 manmask was 2 PROVISIONAL: fitted on the superseded rebin tree before the v23 regeneration, and never reviewed object by object. Do not treat as a verdict; it will be replaced when the pass resumes at index 111."
188_1635+119_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
165_3C_227_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
204_OJ_49_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
207_PG_1151+117_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
445_PKS_1308+326_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
172_Q_0906+484_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
250_Q_1525+227_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
429_QSO_1629+372_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
162_QSO1419+48_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
160_WAS_49_COMBINED,1,iue_only,"IUE only: the v23 archive retrieval found no HST observation of this object at all -- no COS, STIS or FOS within the 3 arcsec cone -- so there is nothing to fit on this pass. Verified against MAST rather than against the catalogue's instrument list, which is unreliable here: it calls 7 objects IUE-only that do have HST spectra. manmask 1 by GTR's instruction, as the marker that the object still has to be dealt with in the IUE grouping; a placeholder, not a verdict."
166_Ton_730_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 2 spectrum/spectra. Cause: wavelength coverage does not reach C IV. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask blank. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet."
171_6C_134441+623604_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 2 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""But see if SDSS helps"" That note asks whether SDSS helps, so this object must be revisited in the HST+SDSS grouping rather than treated as finally excluded."
198_Mrk_1014_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 2 spectrum/spectra. Cause: wavelength coverage does not reach C IV. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""G130M ends 1450\,\AA; CIV at 1804\,\AA"""
208_LEDA_3095876_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 1. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""Here I think that there is indeed valid G140L data.  See if SDSS helps"" That note asks whether SDSS helps, so this object must be revisited in the HST+SDSS grouping rather than treated as finally excluded."
210_2MASS_J08013157+3544362_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 1. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""Wrong pixels being masked, merging with SDSS might help"" That note asks whether SDSS helps, so this object must be revisited in the HST+SDSS grouping rather than treated as finally excluded."
213_RX_J1131.6+1557_COS,0,insufficient_coverage,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""Part of CIV should be covered by G185M, but I don't see any sign of lines in those spectra, yet there is strong Lya iin G130M"" GTR 2026-09-22, after the regeneration: manmask 0. The spectrum survives in three fragments, 1470-1495, 1549-1581 and 1635-1665 A rest, so the C IV window holds only the red wing and nothing blueward of line centre; the model extrapolates a 1857-A line across the gap, which is meaningless. Consistent with GTR's v22 note that only part of C IV should be covered by G185M. Fits in fit_iterations_v23/213_RX_J1131.6+1557_COS. Was flagged as regained C IV (76 px) by the pixel count alone."
220_2MASS_J10215235+4645158_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 1. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""Seems like there could be CIV in G140L"""
226_E1423+201_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: wavelength coverage does not reach C IV. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask blank. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet."
228_2MASS_J09503674+5128382_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 1. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""There might be some G140L flux, see if combining with SDSS helps"" That note asks whether SDSS helps, so this object must be revisited in the HST+SDSS grouping rather than treated as finally excluded."
231_2MASS_J09460395+0139235_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 2 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""G140L problem"""
234_QSO_J0936+5331_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 2 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""G140L has flux=0 at CIV"""
236_2MASS_J16171142+0638333_COS,0,bad_data,"No usable C IV in the regenerated tree: 18 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""No CIV coverage?"" GTR 2026-09-22, after the regeneration: manmask 0, and this is a data defect rather than a weak line. The co-added flux goes to -30 across 1520-1560 A on a continuum near 3, the errors in the window are of order 1e15, and the spectrum climbs past 40 beyond 1700 A. Negative flux at that depth means an exposure with a badly over-subtracted background reached the co-add; the shape screening does not catch it. Needs a look upstream (Opus). Old reason was no_civ_data; the accurate reason is bad data. GTR's v22 note: 'No CIV coverage?'. Fits in fit_iterations_v23/236_2MASS_J16171142+0638333_COS."
240__VV2006__J075620.1+304535_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 4 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""Only spectrum I see in HST looks like junk"""
243_Q_1217+023_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: wavelength coverage does not reach C IV. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask blank. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet."
247_2MASS_J10115298+5442063_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""CIV data looks like junk"""
251_US_1329_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: wavelength coverage does not reach C IV. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask blank. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""G130M ends 1450\,\AA; CIV at 1945\,\AA"""
252_J0833+1005-OFFNUCLEUS_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 1. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""2MASS J08331509+1000523 spectra all look like junk, but check again after cutting low S/N pixels"""
262_SDSSJ1602+1410_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask blank. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet."
263_2MASS_J12465925+3126196_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""CIV just beyond the coverage of G140L"""
264_2MASS_J12140133+4048233_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""CIV beyond the range of data in G140L"""
265_2MASS_J08042265+1926386_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 1. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""Probably 0.  Spectrum covers CIV, but flux looks like it is 0 past 1925 or so."""
266_2MASS_J13042289+2055107_COMBINED,0,no_civ_data,"No usable C IV in the regenerated tree: 0 unmasked pixels with a positive error within 25 A of 1549.48, across 1 spectrum/spectra. Cause: spans C IV but every pixel there is flagged or in a gap. Checked after the detector-segment fix, which recovered C IV for 27 other objects, so this is a real absence rather than an assembly gap. Consistent with the v22 sheet, which records manmask 0. Marked without individual review per GTR, who authorised that where the verdict agrees with the sheet. GTR note in v22: ""CIV just beyond the coverage of G140L"""
